beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
3.00,3.50,1470.00,sqft,1375.00,sqft,98117,845000.00
3.00,2.00,1210.00,sqft,1374.00,sqft,98103,875000.00
3.00,2.50,1580.00,sqft,1372.00,sqft,98103,1095000.00
2.00,2.00,1546.00,sqft,1368.00,sqft,98108,669000.00
3.00,2.50,1570.00,sqft,1362.00,sqft,98103,901000.00
3.00,1.50,1307.00,sqft,1362.00,sqft,98125,650000.00
2.00,4.00,1291.00,sqft,1361.00,sqft,98116,800500.00
2.00,2.50,1124.00,sqft,1354.00,sqft,98115,799950.00
3.00,2.00,1758.00,sqft,1350.00,sqft,98103,1130000.00
3.00,2.00,1470.00,sqft,1348.00,sqft,98107,933500.00
3.00,2.50,1570.00,sqft,1342.00,sqft,98103,700000.00
3.00,5.50,1530.00,sqft,1336.00,sqft,98103,635000.00
3.00,2.00,1270.00,sqft,1333.00,sqft,98103,727000.00
2.00,1.50,1290.00,sqft,1332.00,sqft,98115,795000.00
2.00,2.50,1160.00,sqft,1332.00,sqft,98103,850000.00
2.00,2.00,1217.00,sqft,1331.00,sqft,98199,787950.00
3.00,4.50,1710.00,sqft,1326.00,sqft,98126,725000.00
3.00,3.00,1410.00,sqft,1316.00,sqft,98103,1200000.00
3.00,3.50,1590.00,sqft,1314.00,sqft,98144,899000.00
3.00,3.50,1840.00,sqft,1312.00,sqft,98117,1025000.00
3.00,3.50,1580.00,sqft,1312.00,sqft,98144,950000.00
2.00,2.00,950.00,sqft,1308.00,sqft,98117,705000.00
3.00,2.50,1670.00,sqft,1304.00,sqft,98144,875000.00
2.00,2.50,820.00,sqft,1293.00,sqft,98126,525000.00
3.00,2.50,1190.00,sqft,1290.00,sqft,98144,750000.00
3.00,2.50,1880.00,sqft,1282.00,sqft,98106,725000.00
3.00,2.00,1400.00,sqft,1281.00,sqft,98117,780000.00
3.00,3.50,1500.00,sqft,1274.00,sqft,98118,598800.00
3.00,2.50,1346.00,sqft,1270.00,sqft,98107,899000.00
3.00,2.50,1718.00,sqft,1268.00,sqft,98117,900000.00
2.00,2.50,1560.00,sqft,1263.00,sqft,98117,730000.00
2.00,1.50,1150.00,sqft,1262.00,sqft,98125,590000.00
3.00,2.50,1573.00,sqft,1255.00,sqft,98107,1030000.00
3.00,2.50,1260.00,sqft,1252.00,sqft,98117,750000.00
2.00,5.50,1320.00,sqft,1250.00,sqft,98144,679950.00
3.00,1.50,1710.00,sqft,1250.00,sqft,98122,1000000.00
2.00,1.50,1020.00,sqft,1249.00,sqft,98102,765000.00
3.00,2.50,1360.00,sqft,1248.00,sqft,98103,700000.00
3.00,3.50,1360.00,sqft,1248.00,sqft,98103,700000.00
2.00,2.00,1200.00,sqft,1247.00,sqft,98122,705000.00
2.00,2.00,1200.00,sqft,1247.00,sqft,98122,699950.00
2.00,2.00,1200.00,sqft,1247.00,sqft,98122,705000.00
3.00,2.50,1573.00,sqft,1243.00,sqft,98107,1099950.00
3.00,3.50,1510.00,sqft,1239.00,sqft,98103,660000.00
3.00,2.00,1576.00,sqft,1238.00,sqft,98122,974999.00
3.00,2.00,1498.00,sqft,1238.00,sqft,98122,935000.00
3.00,2.50,1500.00,sqft,1235.00,sqft,98119,1023500.00
3.00,2.00,1470.00,sqft,1232.00,sqft,98136,875000.00
2.00,2.00,1420.00,sqft,1232.00,sqft,98107,690000.00
3.00,4.50,1460.00,sqft,1231.00,sqft,98108,700000.00
3.00,3.50,1660.00,sqft,1228.00,sqft,98144,765000.00
2.00,2.50,840.00,sqft,1224.00,sqft,98144,620000.00
3.00,2.50,1712.00,sqft,1215.00,sqft,98117,910000.00
2.00,2.50,1411.00,sqft,1201.00,sqft,98117,830000.00
3.00,3.50,1460.00,sqft,1200.00,sqft,98117,740000.00
3.00,3.00,1425.00,sqft,1199.00,sqft,98177,819950.00
3.00,3.50,1150.00,sqft,1199.00,sqft,98103,625000.00
3.00,1.50,1350.00,sqft,1193.00,sqft,98107,750000.00
2.00,2.00,1290.00,sqft,1192.00,sqft,98125,635000.00
3.00,2.00,1678.00,sqft,1191.00,sqft,98103,1160000.00
2.00,1.00,1120.00,sqft,1188.00,sqft,98122,700000.00
3.00,2.00,1759.00,sqft,1188.00,sqft,98116,890000.00
2.00,3.00,1276.00,sqft,1187.00,sqft,98106,520000.00
3.00,3.50,1500.00,sqft,1182.00,sqft,98103,700000.00
2.00,2.00,840.00,sqft,1177.00,sqft,98144,725000.00
2.00,2.00,1080.00,sqft,1175.00,sqft,98106,533500.00
3.00,2.50,1830.00,sqft,1175.00,sqft,98116,960000.00
3.00,2.00,1711.00,sqft,1171.00,sqft,98125,675500.00
3.00,2.00,1560.00,sqft,1170.00,sqft,98117,920000.00
3.00,1.50,1376.00,sqft,1169.00,sqft,98107,780000.00
2.00,2.00,1120.00,sqft,1168.00,sqft,98126,789500.00
3.00,3.50,1240.00,sqft,1164.00,sqft,98116,690000.00
2.00,2.00,1817.00,sqft,1156.00,sqft,98102,2100000.00
2.00,1.50,860.00,sqft,1154.00,sqft,98122,734950.00
3.00,2.00,1749.00,sqft,1149.00,sqft,98125,699950.00
3.00,2.50,1760.00,sqft,1143.00,sqft,98136,850000.00
3.00,2.00,1548.00,sqft,1139.00,sqft,98117,850000.00
3.00,2.50,1220.00,sqft,1136.00,sqft,98118,618000.00
2.00,2.50,1550.00,sqft,1131.00,sqft,98122,1051500.00
3.00,2.50,1550.00,sqft,1131.00,sqft,98122,1065000.00
3.00,3.50,1370.00,sqft,1125.00,sqft,98133,619000.00
3.00,3.50,1970.00,sqft,1125.00,sqft,98105,868500.00
3.00,2.00,1540.00,sqft,1124.00,sqft,98144,680000.00
3.00,2.50,1060.00,sqft,1124.00,sqft,98117,765000.00
2.00,2.50,1400.00,sqft,1112.00,sqft,98103,850000.00
2.00,2.50,1344.00,sqft,1110.00,sqft,98122,770000.00
3.00,2.00,1540.00,sqft,1102.00,sqft,98144,630000.00
3.00,2.50,1430.00,sqft,1102.00,sqft,98103,855000.00
2.00,2.00,1332.00,sqft,1101.00,sqft,98199,845000.00
3.00,3.50,1820.00,sqft,1101.00,sqft,98122,1250000.00
2.00,2.00,1332.00,sqft,1101.00,sqft,98199,845000.00
3.00,3.50,1820.00,sqft,1099.00,sqft,98122,1125000.00
3.00,2.50,1890.00,sqft,1097.00,sqft,98144,699000.00
4.00,3.00,1890.00,sqft,1097.00,sqft,98144,699000.00
3.00,2.50,1220.00,sqft,1095.00,sqft,98109,900000.00
2.00,2.00,1470.00,sqft,1094.00,sqft,98126,718000.00
2.00,2.00,1187.00,sqft,1093.00,sqft,98115,750000.00
2.00,2.50,1169.00,sqft,1092.00,sqft,98117,615000.00
3.00,4.00,1580.00,sqft,1086.00,sqft,98144,825000.00
2.00,2.00,1437.00,sqft,1085.00,sqft,98122,969950.00
3.00,2.00,1482.00,sqft,1085.00,sqft,98117,919000.00
3.00,3.50,1450.00,sqft,1081.00,sqft,98118,580000.00
3.00,2.50,1386.00,sqft,1065.00,sqft,98107,999950.00
3.00,2.50,1860.00,sqft,1063.00,sqft,98103,1025000.00
3.00,2.50,1520.00,sqft,1062.00,sqft,98106,540700.00
2.00,1.50,1076.00,sqft,1060.00,sqft,98125,549000.00
3.00,2.50,1500.00,sqft,1056.00,sqft,98103,1070000.00
3.00,2.00,1719.00,sqft,1056.00,sqft,98103,1160000.00
3.00,2.00,1350.00,sqft,1056.00,sqft,98136,722500.00
3.00,2.00,1350.00,sqft,1055.00,sqft,98103,785000.00
3.00,2.00,1490.00,sqft,1050.00,sqft,98107,900000.00
2.00,2.00,1391.00,sqft,1049.00,sqft,98115,672500.00
2.00,2.50,1048.00,sqft,1048.00,sqft,98115,760000.00
2.00,2.00,1140.00,sqft,1045.00,sqft,98103,850000.00
3.00,3.00,1540.00,sqft,1044.00,sqft,98115,800000.00
3.00,2.50,1512.00,sqft,1041.00,sqft,98144,760000.00
3.00,2.50,1604.00,sqft,1040.00,sqft,98144,760000.00
3.00,2.50,1540.00,sqft,1037.00,sqft,98122,852500.00
2.00,2.00,886.00,sqft,1037.00,sqft,98116,660000.00
3.00,2.50,2131.00,sqft,1036.00,sqft,98119,1520000.00
2.00,2.50,1320.00,sqft,1030.00,sqft,98133,570000.00
2.00,2.50,1250.00,sqft,1027.00,sqft,98117,725000.00
3.00,2.50,1380.00,sqft,1022.00,sqft,98144,655000.00
3.00,3.50,1450.00,sqft,1020.00,sqft,98115,835000.00
3.00,4.50,1760.00,sqft,1008.00,sqft,98109,1440000.00
3.00,3.00,1180.00,sqft,1003.00,sqft,98116,729000.00
3.00,2.50,1400.00,sqft,1001.00,sqft,98136,785000.00
4.00,2.00,1450.00,sqft,1000.00,sqft,98109,1185000.00
2.00,1.50,1000.00,sqft,1000.00,sqft,98117,640000.00
3.00,2.00,1540.00,sqft,993.00,sqft,98122,900000.00
3.00,2.00,1514.00,sqft,990.00,sqft,98107,915000.00
2.00,2.50,1043.00,sqft,990.00,sqft,98117,690000.00
2.00,2.50,1040.00,sqft,990.00,sqft,98117,705000.00
3.00,3.50,1621.00,sqft,987.00,sqft,98109,1085000.00
3.00,3.50,1370.00,sqft,982.00,sqft,98117,699500.00
3.00,2.50,1370.00,sqft,982.00,sqft,98117,699500.00
3.00,2.00,1170.00,sqft,979.00,sqft,98144,740000.00
2.00,2.00,1261.00,sqft,978.00,sqft,98125,625000.00
3.00,4.00,2220.00,sqft,974.00,sqft,98109,1650000.00
2.00,1.50,1120.00,sqft,966.00,sqft,98103,605000.00
2.00,2.50,1710.00,sqft,962.00,sqft,98117,875000.00
2.00,2.00,1225.00,sqft,960.00,sqft,98115,725000.00
3.00,2.00,1449.00,sqft,939.00,sqft,98107,720000.00
2.00,1.50,1370.00,sqft,938.00,sqft,98115,700000.00
2.00,1.50,870.00,sqft,938.00,sqft,98115,700000.00
3.00,2.50,1330.00,sqft,936.00,sqft,98107,819999.00
2.00,2.00,1192.00,sqft,928.00,sqft,98103,719950.00
3.00,2.50,1270.00,sqft,924.00,sqft,98144,675000.00
3.00,2.50,1360.00,sqft,916.00,sqft,98112,805000.00
2.00,3.00,1300.00,sqft,915.00,sqft,98107,780000.00
2.00,2.00,1248.00,sqft,912.00,sqft,98122,890955.00
3.00,2.00,1590.00,sqft,910.00,sqft,98117,910000.00
3.00,3.50,1670.00,sqft,905.00,sqft,98107,1115000.00
2.00,4.50,1670.00,sqft,905.00,sqft,98107,1115000.00
3.00,1.50,998.00,sqft,904.00,sqft,98117,610000.00
2.00,2.00,875.00,sqft,901.00,sqft,98116,656500.00
2.00,2.50,1538.00,sqft,900.00,sqft,98105,895000.00
3.00,2.00,1606.00,sqft,900.00,sqft,98109,1450000.00
2.00,2.00,1228.00,sqft,900.00,sqft,98109,900000.00
2.00,1.50,900.00,sqft,900.00,sqft,98105,568000.00
2.00,2.00,1372.00,sqft,900.00,sqft,98125,649950.00
2.00,2.00,875.00,sqft,898.00,sqft,98116,625000.00
2.00,2.50,840.00,sqft,897.00,sqft,98118,612500.00
2.00,2.50,1459.00,sqft,887.00,sqft,98103,665000.00
3.00,2.00,1286.00,sqft,870.00,sqft,98136,738000.00
3.00,3.00,2247.00,sqft,866.00,sqft,98109,1725000.00
2.00,2.00,1523.00,sqft,864.00,sqft,98125,639950.00
3.00,2.00,1328.00,sqft,859.00,sqft,98103,920000.00
2.00,2.50,1330.00,sqft,856.00,sqft,98105,699950.00
3.00,3.00,1190.00,sqft,850.00,sqft,98144,765000.00
2.00,1.50,770.00,sqft,850.00,sqft,98116,550000.00
2.00,2.50,840.00,sqft,846.00,sqft,98144,629000.00
3.00,2.00,1328.00,sqft,839.00,sqft,98103,929950.00
3.00,2.50,1870.00,sqft,837.00,sqft,98117,890000.00
2.00,2.50,1048.00,sqft,834.00,sqft,98112,899000.00
3.00,3.00,1410.00,sqft,826.00,sqft,98107,865000.00
2.00,2.50,1400.00,sqft,824.00,sqft,98102,1062500.00
2.00,2.00,1350.00,sqft,815.00,sqft,98119,1035000.00
3.00,2.00,1380.00,sqft,815.00,sqft,98122,740000.00
2.00,2.00,1400.00,sqft,802.00,sqft,98199,850000.00
2.00,2.00,1146.00,sqft,800.00,sqft,98112,845000.00
2.00,2.00,1174.00,sqft,800.00,sqft,98109,779000.00
2.00,2.00,1319.00,sqft,794.00,sqft,98107,838000.00
2.00,2.00,1180.00,sqft,792.00,sqft,98106,527000.00
2.00,2.00,1196.00,sqft,780.00,sqft,98107,734999.00
2.00,2.50,1470.00,sqft,780.00,sqft,98103,885000.00
2.00,2.00,1020.00,sqft,776.00,sqft,98118,605000.00
2.00,2.00,1020.00,sqft,776.00,sqft,98118,605000.00
2.00,2.00,1365.00,sqft,770.00,sqft,98122,799000.00
3.00,3.00,1454.00,sqft,760.00,sqft,98122,890955.00
3.00,2.00,1425.00,sqft,759.00,sqft,98117,750000.00
2.00,2.00,1220.00,sqft,755.00,sqft,98118,600000.00
3.00,2.00,1209.00,sqft,752.00,sqft,98116,725000.00
1.00,1.00,1100.00,sqft,747.00,sqft,98107,745000.00
2.00,1.50,1390.00,sqft,746.00,sqft,98107,759950.00
2.00,1.50,1115.00,sqft,745.00,sqft,98107,745000.00
2.00,2.00,1242.00,sqft,742.00,sqft,98122,769950.00
3.00,2.50,1520.00,sqft,741.00,sqft,98108,565000.00
3.00,2.00,1425.00,sqft,729.00,sqft,98117,759999.00
2.00,2.00,1201.00,sqft,720.00,sqft,98103,699950.00
3.00,2.00,1111.00,sqft,719.00,sqft,98112,849000.00
2.00,2.00,1100.00,sqft,698.00,sqft,98107,749000.00
3.00,2.50,1600.00,sqft,695.00,sqft,98144,699900.00
3.00,2.50,1047.00,sqft,680.00,sqft,98144,720000.00
2.00,3.00,920.00,sqft,675.00,sqft,98107,690000.00
2.00,2.00,1143.00,sqft,672.00,sqft,98107,689900.00
3.00,2.50,1350.00,sqft,662.00,sqft,98119,899000.00
2.00,2.00,968.00,sqft,656.00,sqft,98103,715000.00
2.00,2.00,968.00,sqft,656.00,sqft,98103,700000.00
2.00,2.00,1036.00,sqft,656.00,sqft,98103,789950.00
2.00,3.00,1140.00,sqft,650.00,sqft,98144,675000.00
2.00,2.00,866.00,sqft,649.00,sqft,98107,555000.00
3.00,3.00,1660.00,sqft,625.00,sqft,98118,795000.00
2.00,2.00,1095.00,sqft,617.00,sqft,98177,599950.00
2.00,3.00,970.00,sqft,593.00,sqft,98102,769900.00
2.00,2.00,1170.00,sqft,588.00,sqft,98144,624999.00
2.00,2.00,1170.00,sqft,588.00,sqft,98144,644999.00
2.00,2.00,1170.00,sqft,588.00,sqft,98144,624999.00
2.00,2.00,1170.00,sqft,588.00,sqft,98144,625000.00
2.00,2.00,940.00,sqft,585.00,sqft,98115,579000.00
2.00,2.00,1240.00,sqft,583.00,sqft,98117,710000.00
2.00,2.00,1163.00,sqft,583.00,sqft,98117,648800.00
3.00,2.50,1010.00,sqft,570.00,sqft,98118,615000.00
2.00,2.00,1147.00,sqft,564.00,sqft,98115,749950.00
2.00,2.00,1149.00,sqft,564.00,sqft,98115,730000.00
2.00,1.00,800.00,sqft,560.00,sqft,98103,690000.00
1.00,1.00,480.00,sqft,560.00,sqft,98109,275000.00
3.00,3.00,1450.00,sqft,525.00,sqft,98117,750000.00
3.00,3.00,1524.00,sqft,513.00,sqft,98122,850000.00
3.00,3.00,1524.00,sqft,513.00,sqft,98122,875000.00
1.00,1.00,704.00,sqft,500.00,sqft,98144,645000.00
1.00,1.00,250.00,sqft,250.00,acre,98103,159000.00
1.00,1.00,564.00,sqft,100.00,acre,98103,602000.00
2.00,2.00,1893.00,sqft,9.20,acre,98115,727000.00
3.00,2.00,2029.00,sqft,9.20,acre,98115,685000.00
2.00,2.00,1761.00,sqft,9.20,acre,98115,665000.00
2.00,2.00,1554.00,sqft,9.20,acre,98115,660000.00
2.00,2.00,1415.00,sqft,6.40,acre,98125,449000.00
1.00,1.00,707.00,sqft,4.66,acre,98133,325000.00
1.00,1.00,699.00,sqft,4.27,acre,98115,335000.00
1.00,1.00,696.00,sqft,4.27,acre,98115,305000.00
2.00,2.00,1245.00,sqft,4.11,acre,98168,330000.00
2.00,1.00,903.00,sqft,4.06,acre,98146,363500.00
2.00,1.00,903.00,sqft,4.06,acre,98146,312500.00
1.00,1.00,777.00,sqft,4.06,acre,98146,244950.00
3.00,2.50,1820.00,sqft,4.05,acre,98118,690000.00
2.00,2.50,1365.00,sqft,4.05,acre,98118,525000.00
3.00,2.50,1681.00,sqft,3.97,acre,98126,650000.00
3.00,2.50,1681.00,sqft,3.97,acre,98126,610000.00
2.00,2.50,1138.00,sqft,3.97,acre,98126,515000.00
2.00,1.00,885.00,sqft,3.54,acre,98105,389000.00
2.00,2.00,1006.00,sqft,3.32,acre,98112,650000.00
2.00,3.00,2943.00,sqft,3.06,acre,98105,1650000.00
2.00,2.50,2282.00,sqft,2.75,acre,98168,475000.00
2.00,3.00,1073.00,sqft,2.71,acre,98133,429900.00
1.00,1.00,626.00,sqft,2.63,acre,98115,275000.00
2.00,2.00,877.00,sqft,2.63,acre,98115,415000.00
4.00,2.00,2870.00,sqft,2.27,acre,98168,703500.00
1.00,1.50,1425.00,sqft,2.23,acre,98102,2200000.00
2.00,2.00,1015.00,sqft,2.02,acre,98115,468000.00
2.00,2.00,1015.00,sqft,2.02,acre,98115,500000.00
2.00,2.00,1367.00,sqft,1.98,acre,98121,1350000.00
2.00,1.00,1027.00,sqft,1.83,acre,98115,300000.00
2.00,2.00,1071.00,sqft,1.54,acre,98119,605000.00
1.00,1.00,515.00,sqft,1.31,acre,98109,387000.00
1.00,1.00,865.00,sqft,1.26,acre,98112,712500.00
4.00,2.00,1742.00,sqft,1.25,acre,98105,781000.00
1.00,1.00,543.00,sqft,1.21,acre,98121,425000.00
4.00,2.50,3840.00,sqft,1.20,acre,98177,2195000.00
1.00,1.00,574.00,sqft,1.17,acre,98109,280000.00
1.00,1.00,776.00,sqft,1.09,acre,98116,515000.00
1.00,1.00,627.00,sqft,1.06,acre,98107,429000.00
2.00,2.00,1199.00,sqft,1.06,acre,98117,375000.00
2.00,2.00,1190.00,sqft,1.00,acre,98107,740000.00
4.00,3.50,2031.00,sqft,1.00,acre,98117,1480000.00
3.00,2.00,1496.00,sqft,1.00,acre,98144,910000.00
2.00,1.50,1131.00,sqft,1.00,acre,98144,685000.00
2.00,1.50,1131.00,sqft,1.00,acre,98144,670000.00
3.00,2.00,1496.00,sqft,1.00,acre,98144,824500.00
4.00,3.00,2067.00,sqft,1.00,acre,98122,1074900.00
3.00,2.00,1096.00,sqft,1.00,acre,98117,875000.00
2.00,1.50,900.00,sqft,1.00,acre,98133,549755.00
1.00,1.00,704.00,sqft,1.00,acre,98144,519950.00
2.00,2.00,1146.00,sqft,1.00,acre,98116,675000.00
3.00,2.00,1455.00,sqft,1.00,acre,98117,959822.00
2.00,1.50,1131.00,sqft,1.00,acre,98144,699950.00
2.00,1.50,950.00,sqft,1.00,acre,98103,1270000.00
5.00,3.50,2966.00,sqft,1.00,acre,98126,1263500.00
3.00,3.00,1687.00,sqft,1.00,acre,98115,1035000.00
2.00,1.00,691.00,sqft,1.00,acre,98102,998000.00
3.00,2.50,1820.00,sqft,1.00,acre,98118,690000.00
3.00,2.00,1096.00,sqft,1.00,acre,98117,874500.00
3.00,2.00,1220.00,sqft,1.00,acre,98107,824900.00
1.00,1.00,704.00,sqft,1.00,acre,98144,569000.00
2.00,1.50,912.00,sqft,1.00,acre,98103,819980.00
3.00,3.50,1615.00,sqft,1.00,acre,98133,796000.00
2.00,1.50,1022.00,sqft,1.00,acre,98144,729000.00
3.00,2.00,1413.00,sqft,1.00,acre,98103,1099970.00
3.00,3.50,1679.00,sqft,1.00,acre,98126,689000.00
2.00,2.00,1115.00,sqft,0.96,acre,98121,1069000.00
2.00,1.50,1555.00,sqft,0.96,acre,98122,677500.00
4.00,3.50,3060.00,sqft,0.96,acre,98136,3931000.00
1.00,1.50,1285.00,sqft,0.96,acre,98121,1250000.00
1.00,1.00,557.00,sqft,0.88,acre,98102,399950.00
2.00,3.50,990.00,sqft,0.86,acre,98178,405000.00
2.00,2.50,1088.00,sqft,0.77,acre,98133,475000.00
6.00,3.00,3020.00,sqft,0.75,acre,98178,775000.00
2.00,3.00,1212.00,sqft,0.70,acre,98136,600000.00
1.00,1.00,831.00,sqft,0.70,acre,98136,480000.00
3.00,2.00,2930.00,sqft,0.70,acre,98146,775000.00
1.00,1.00,677.00,sqft,0.68,acre,98115,270000.00
2.00,2.00,950.00,sqft,0.68,acre,98106,395000.00
2.00,1.00,1048.00,sqft,0.66,acre,98121,760000.00
1.00,1.00,513.00,sqft,0.66,acre,98121,315000.00
3.00,2.00,1596.00,sqft,0.64,acre,98105,505000.00
1.00,1.00,610.00,sqft,0.59,acre,98119,340000.00
3.00,3.50,3064.00,sqft,0.59,acre,98121,2450000.00
1.00,1.00,571.00,sqft,0.58,acre,98121,331000.00
2.00,1.50,1276.00,sqft,0.54,acre,98103,885000.00
2.00,2.50,1448.00,sqft,0.54,acre,98103,1325000.00
1.00,1.00,672.00,sqft,0.54,acre,98107,464000.00
2.00,2.00,1346.00,sqft,0.53,acre,98116,800000.00
2.00,2.00,839.00,sqft,0.53,acre,98125,385000.00
2.00,5.50,2659.00,sqft,0.52,acre,98102,6250000.00
2.00,1.00,1580.00,sqft,0.52,acre,98178,500000.00
1.00,1.00,703.00,sqft,0.51,acre,98126,350000.00
1.00,1.00,582.00,sqft,0.50,acre,98109,360000.00
3.00,2.00,1370.00,sqft,0.50,acre,98112,910000.00
1.00,1.00,617.00,sqft,0.49,acre,98109,480000.00
1.00,1.00,815.00,sqft,0.48,acre,98121,465000.00
1.00,1.00,706.00,sqft,0.46,acre,98116,520000.00
4.00,5.50,3530.00,sqft,0.44,acre,98118,1550000.00
5.00,3.00,3400.00,sqft,0.43,acre,98168,756500.00
2.00,2.00,1188.00,sqft,0.43,acre,98119,450000.00
2.00,2.00,1131.00,sqft,0.43,acre,98103,470000.00
2.00,2.00,1170.00,sqft,0.42,acre,98112,655000.00
2.00,2.00,1425.00,sqft,0.42,acre,98104,899000.00
4.00,2.00,1920.00,sqft,0.41,acre,98118,1210000.00
1.00,2.00,1141.00,sqft,0.41,acre,98122,699950.00
1.00,1.00,696.00,sqft,0.41,acre,98119,400000.00
1.00,1.00,700.00,sqft,0.41,acre,98119,405000.00
1.00,1.00,630.00,sqft,0.40,acre,98109,439900.00
1.00,1.00,640.00,sqft,0.40,acre,98144,497000.00
4.00,3.50,3040.00,sqft,0.39,acre,98177,1495000.00
2.00,1.00,1620.00,sqft,0.39,acre,98178,619000.00
1.00,1.00,594.00,sqft,0.39,acre,98105,405000.00
4.00,2.50,2052.00,sqft,0.38,acre,98178,865000.00
2.00,3.00,1824.00,sqft,0.37,acre,98101,2458000.00
3.00,1.00,1430.00,sqft,0.37,acre,98168,499800.00
3.00,3.00,1086.00,sqft,0.37,acre,98144,539950.00
1.00,1.00,614.00,sqft,0.37,acre,98109,369950.00
3.00,2.00,2700.00,sqft,0.37,acre,98178,734000.00
5.00,3.50,3590.00,sqft,0.36,acre,98136,2350000.00
1.00,1.00,640.00,sqft,0.35,acre,98104,345000.00
2.00,1.00,970.00,sqft,0.35,acre,98106,386000.00
4.00,3.00,2790.00,sqft,0.35,acre,98133,965000.00
3.00,1.00,910.00,sqft,0.35,acre,98106,650000.00
3.00,1.50,2460.00,sqft,0.35,acre,98115,1150000.00
1.00,1.00,540.00,sqft,0.35,acre,98104,335000.00
3.00,2.00,1411.00,sqft,0.35,acre,98104,699000.00
1.00,1.00,630.00,sqft,0.35,acre,98104,335000.00
1.00,1.00,616.00,sqft,0.35,acre,98101,399900.00
2.00,1.00,1010.00,sqft,0.34,acre,98125,870000.00
4.00,3.00,3090.00,sqft,0.34,acre,98168,210000.00
1.00,1.00,627.00,sqft,0.34,acre,98101,335000.00
2.00,2.00,1391.00,sqft,0.34,acre,98109,860000.00
2.00,2.00,1400.00,sqft,0.34,acre,98199,699950.00
15.00,6.00,11010.00,sqft,0.33,acre,98112,3700000.00
2.00,2.00,954.00,sqft,0.33,acre,98133,380000.00
2.00,2.00,1038.00,sqft,0.33,acre,98116,600000.00
2.00,2.00,3120.00,sqft,0.33,acre,98118,1050000.00
3.00,1.50,1720.00,sqft,0.33,acre,98168,426000.00
5.00,2.50,3500.00,sqft,0.33,acre,98146,875000.00
3.00,2.50,2150.00,sqft,0.32,acre,98116,1360000.00
3.00,1.00,1260.00,sqft,0.32,acre,98168,440000.00
2.00,1.00,980.00,sqft,0.32,acre,98168,475000.00
2.00,2.00,979.00,sqft,0.32,acre,98199,470000.00
5.00,5.00,3810.00,sqft,0.32,acre,98177,1180000.00
4.00,3.50,3840.00,sqft,0.32,acre,98118,1250000.00
1.00,2.00,1517.00,sqft,0.32,acre,98105,1350000.00
4.00,2.00,2240.00,sqft,0.31,acre,98106,915000.00
1.00,1.00,621.00,sqft,0.31,acre,98133,289900.00
3.00,1.00,1090.00,sqft,0.31,acre,98178,400000.00
3.00,1.00,1530.00,sqft,0.31,acre,98146,435000.00
2.00,2.50,1580.00,sqft,0.31,acre,98178,1790000.00
3.00,2.00,1939.00,sqft,0.31,acre,98109,1070000.00
4.00,1.00,2470.00,sqft,0.31,acre,98178,770000.00
1.00,1.00,820.00,sqft,0.31,acre,98121,590000.00
4.00,2.50,3080.00,sqft,0.30,acre,98117,1650000.00
2.00,2.00,2735.00,sqft,0.30,acre,98121,871000.00
4.00,3.50,1632.00,sqft,0.30,acre,98136,825000.00
2.00,2.00,871.00,sqft,0.29,acre,98119,430000.00
4.00,3.50,3956.00,sqft,0.29,acre,98125,3200000.00
1.00,1.00,583.00,sqft,0.29,acre,98119,349000.00
4.00,5.00,3660.00,sqft,0.29,acre,98118,2695000.00
1.00,1.00,683.00,sqft,0.29,acre,98119,450500.00
4.00,3.00,2470.00,sqft,0.29,acre,98115,1180000.00
2.00,2.00,1106.00,sqft,0.29,acre,98109,1470000.00
6.00,7.00,4570.00,sqft,0.29,acre,98105,1950000.00
2.00,2.00,1040.00,sqft,0.29,acre,98102,685000.00
3.00,3.50,3880.00,sqft,0.29,acre,98199,2500000.00
6.00,3.50,8660.00,sqft,0.28,acre,98102,4100000.00
3.00,3.50,3130.00,sqft,0.28,acre,98105,2350000.00
2.00,1.00,1660.00,sqft,0.28,acre,98125,535000.00
6.00,5.50,4510.00,sqft,0.28,acre,98178,2202718.00
3.00,2.50,2570.00,sqft,0.28,acre,98118,1175000.00
3.00,1.00,970.00,sqft,0.28,acre,98146,515000.00
2.00,1.00,672.00,sqft,0.28,acre,98168,373000.00
2.00,2.00,1057.00,sqft,0.28,acre,98105,599900.00
5.00,5.00,2510.00,sqft,0.27,acre,98133,1000000.00
5.00,3.00,2320.00,sqft,0.27,acre,98168,560000.00
3.00,1.00,1800.00,sqft,0.27,acre,98168,549000.00
2.00,2.50,1884.00,sqft,0.27,acre,98116,925000.00
1.00,1.00,717.00,sqft,0.27,acre,98109,425000.00
3.00,1.50,1250.00,sqft,0.27,acre,98178,552000.00
5.00,3.50,5090.00,sqft,0.27,acre,98102,4325000.00
4.00,3.50,3490.00,sqft,0.27,acre,98115,1480000.00
4.00,1.00,1600.00,sqft,0.27,acre,98115,652000.00
2.00,2.00,789.00,sqft,0.27,acre,98107,475000.00
4.00,2.50,2580.00,sqft,0.26,acre,98146,1635000.00
1.00,1.00,707.00,sqft,0.26,acre,98122,590000.00
1.00,1.00,748.00,sqft,0.26,acre,98122,499000.00
3.00,2.00,924.00,sqft,0.26,acre,98126,422000.00
3.00,2.00,1270.00,sqft,0.26,acre,98146,590000.00
2.00,1.00,773.00,sqft,0.25,acre,98133,360000.00
